state,state_abbreviated,job_title,total_employment,job_concentration,median_salary,region
Alabama,AL,Chief Executives,830.0,0.29,164400.0,South
Alabama,AL,General and Operations Managers,32370.0,0.67,106330.0,South
Alabama,AL,Legislators,1120.0,3.1,26990.0,South
Alabama,AL,Advertising and Promotions Managers,50.0,0.16,133570.0,South
Alabama,AL,Marketing Managers,1660.0,0.32,112960.0,South
Alabama,AL,Sales Managers,4380.0,0.54,108740.0,South
Alabama,AL,Public Relations Managers,410.0,0.4,93040.0,South
Alabama,AL,Fundraising Managers,210.0,0.42,85600.0,South
Alabama,AL,Administrative Services Managers,660.0,0.19,97960.0,South
Alabama,AL,Facilities Managers,950.0,0.5,119330.0,South
Alabama,AL,Computer and Information Systems Managers,6480.0,0.74,133500.0,South
Alabama,AL,Financial Managers,6390.0,0.58,138040.0,South
Alabama,AL,Industrial Production Managers,3610.0,1.13,115470.0,South
Alabama,AL,Purchasing Managers,1400.0,1.27,127680.0,South
Alabama,AL,"Transportation, Storage, and Distribution Managers",1180.0,0.41,102540.0,South
Alabama,AL,Compensation and Benefits Managers,110.0,0.42,110450.0,South
Alabama,AL,Human Resources Managers,1990.0,0.68,110030.0,South
Alabama,AL,Training and Development Managers,110.0,0.18,113010.0,South
Alabama,AL,Construction Managers,7520.0,1.59,92620.0,South
Alabama,AL,"Education and Childcare Administrators, Preschool and Daycare",780.0,0.81,41150.0,South
Alabama,AL,"Education Administrators, Kindergarten through Secondary",,,96380.0,South
Alabama,AL,"Education Administrators, Postsecondary",3540.0,1.48,99290.0,South
Alabama,AL,"Education Administrators, All Other",,,82410.0,South
Alabama,AL,Architectural and Engineering Managers,3480.0,1.22,157520.0,South
Alabama,AL,Food Service Managers,5090.0,1.54,59920.0,South
Alabama,AL,"Entertainment and Recreation Managers, Except Gambling",50.0,0.1,69330.0,South
Alabama,AL,Lodging Managers,500.0,0.89,78430.0,South
Alabama,AL,Medical and Health Services Managers,9320.0,1.21,92950.0,South
Alabama,AL,Natural Sciences Managers,280.0,0.21,127210.0,South
Alabama,AL,Postmasters and Mail Superintendents,280.0,1.5,92120.0,South
Alabama,AL,"Property, Real Estate, and Community Association Managers",3460.0,0.86,56190.0,South
Alabama,AL,Social and Community Service Managers,2150.0,0.81,65160.0,South
Alabama,AL,Emergency Management Directors,230.0,1.36,65570.0,South
Alabama,AL,Funeral Home Managers,400.0,2.25,65020.0,South
Alabama,AL,"Managers, All Other",2370.0,0.28,116830.0,South
Alabama,AL,Buyers and Purchasing Agents,8720.0,1.32,68210.0,South
Alabama,AL,"Claims Adjusters, Examiners, and Investigators",4430.0,1.07,80060.0,South
Alabama,AL,Compliance Officers,3400.0,0.63,70190.0,South
Alabama,AL,Cost Estimators,2460.0,0.83,68030.0,South
Alabama,AL,Human Resources Specialists,11200.0,0.9,62770.0,South
Alabama,AL,Labor Relations Specialists,510.0,0.58,56360.0,South
Alabama,AL,Logisticians,5790.0,1.81,95030.0,South
Alabama,AL,Project Management Specialists,2590.0,0.19,97840.0,South
Alabama,AL,Management Analysts,4980.0,0.41,102480.0,South
Alabama,AL,"Meeting, Convention, and Event Planners",1170.0,0.64,48590.0,South
Alabama,AL,Fundraisers,1020.0,0.71,55920.0,South
Alabama,AL,"Compensation, Benefits, and Job Analysis Specialists",1060.0,0.76,56720.0,South
Alabama,AL,Training and Development Specialists,2750.0,0.46,65520.0,South
Alabama,AL,Market Research Analysts and Marketing Specialists,8780.0,0.75,55390.0,South
Alabama,AL,"Business Operations Specialists, All Other",6990.0,0.46,98070.0,South
Alabama,AL,Accountants and Auditors,25420.0,1.29,71070.0,South
Alabama,AL,Property Appraisers and Assessors,540.0,0.68,53050.0,South
Alabama,AL,Budget Analysts,940.0,1.46,98080.0,South
Alabama,AL,Credit Analysts,310.0,0.34,101050.0,South
Alabama,AL,Financial and Investment Analysts,2780.0,0.6,94660.0,South
Alabama,AL,Personal Financial Advisors,2320.0,0.63,79600.0,South
Alabama,AL,Insurance Underwriters,1050.0,0.72,63760.0,South
Alabama,AL,Financial Risk Specialists,140.0,0.18,82900.0,South
Alabama,AL,Financial Examiners,690.0,0.81,80870.0,South
Alabama,AL,Credit Counselors,,,48040.0,South
Alabama,AL,Loan Officers,5680.0,1.44,60750.0,South
Alabama,AL,"Tax Examiners and Collectors, and Revenue Agents",1180.0,1.63,52470.0,South
Alabama,AL,Tax Preparers,550.0,0.55,33490.0,South
Alabama,AL,"Financial Specialists, All Other",660.0,0.38,78370.0,South
Alabama,AL,Computer Systems Analysts,6830.0,1.01,103730.0,South
Alabama,AL,Information Security Analysts,3290.0,1.35,111110.0,South
Alabama,AL,Computer and Information Research Scientists,540.0,1.04,108180.0,South
Alabama,AL,Computer Network Support Specialists,1020.0,0.51,58740.0,South
Alabama,AL,Computer User Support Specialists,7430.0,0.79,48860.0,South
Alabama,AL,Computer Network Architects,3610.0,1.5,128210.0,South
Alabama,AL,Database Administrators,1990.0,2.01,88560.0,South
Alabama,AL,Database Architects,310.0,0.35,111330.0,South
Alabama,AL,Network and Computer Systems Administrators,4980.0,1.15,81060.0,South
Alabama,AL,Computer Programmers,1360.0,0.91,87230.0,South
Alabama,AL,Software Developers,18020.0,0.8,113020.0,South
Alabama,AL,Software Quality Assurance Analysts and Testers,1910.0,0.71,99520.0,South
Alabama,AL,Web Developers,790.0,0.74,62990.0,South
Alabama,AL,Web and Digital Interface Designers,130.0,0.09,49770.0,South
Alabama,AL,"Computer Occupations, All Other",2450.0,0.41,104330.0,South
Alabama,AL,Actuaries,,,143230.0,South
Alabama,AL,Operations Research Analysts,500.0,0.34,117540.0,South
Alabama,AL,Statisticians,200.0,0.49,67490.0,South
Alabama,AL,Data Scientists,1620.0,0.51,105410.0,South
Alabama,AL,"Architects, Except Landscape and Naval",1270.0,0.84,94170.0,South
Alabama,AL,Landscape Architects,230.0,0.87,76590.0,South
Alabama,AL,Cartographers and Photogrammetrists,30.0,0.19,70110.0,South
Alabama,AL,Surveyors,830.0,1.15,63700.0,South
Alabama,AL,Aerospace Engineers,5570.0,6.0,133080.0,South
Alabama,AL,Chemical Engineers,540.0,1.94,103620.0,South
Alabama,AL,Civil Engineers,5920.0,1.23,98100.0,South
Alabama,AL,Computer Hardware Engineers,800.0,0.78,136660.0,South
Alabama,AL,Electrical Engineers,4470.0,1.75,115870.0,South
Alabama,AL,"Electronics Engineers, Except Computer",1780.0,1.4,108240.0,South
Alabama,AL,Environmental Engineers,660.0,1.29,100060.0,South
Alabama,AL,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",550.0,1.75,106130.0,South
Alabama,AL,Industrial Engineers,8040.0,1.69,99120.0,South
Alabama,AL,Materials Engineers,660.0,2.13,110150.0,South
Alabama,AL,Mechanical Engineers,5480.0,1.41,97550.0,South
Alabama,AL,"Mining and Geological Engineers, Including Mining Safety Engineers",80.0,0.9,101480.0,South
Alabama,AL,Nuclear Engineers,270.0,1.33,144410.0,South
Alabama,AL,"Engineers, All Other",3370.0,1.65,146480.0,South
Alabama,AL,Architectural and Civil Drafters,1350.0,0.91,56030.0,South
Alabama,AL,Electrical and Electronics Drafters,290.0,1.06,53490.0,South
Alabama,AL,Mechanical Drafters,590.0,1.1,49580.0,South
Alabama,AL,Aerospace Engineering and Operations Technologists and Technicians,210.0,1.71,69590.0,South
Alabama,AL,Civil Engineering Technologists and Technicians,1570.0,1.87,51720.0,South
Alabama,AL,Electrical and Electronic Engineering Technologists and Technicians,1950.0,1.55,78520.0,South
Alabama,AL,Electro-Mechanical and Mechatronics Technologists and Technicians,70.0,0.35,68910.0,South
Alabama,AL,Environmental Engineering Technologists and Technicians,,,67030.0,South
Alabama,AL,Industrial Engineering Technologists and Technicians,830.0,0.84,59860.0,South
Alabama,AL,Mechanical Engineering Technologists and Technicians,350.0,0.7,61220.0,South
Alabama,AL,Calibration Technologists and Technicians,50.0,0.22,40310.0,South
Alabama,AL,"Engineering Technologists and Technicians, Except Drafters, All Other",540.0,0.61,81060.0,South
Alabama,AL,Surveying and Mapping Technicians,1210.0,1.57,46260.0,South
Alabama,AL,Food Scientists and Technologists,50.0,0.27,99170.0,South
Alabama,AL,Soil and Plant Scientists,90.0,0.38,69200.0,South
Alabama,AL,Biochemists and Biophysicists,100.0,0.21,57720.0,South
Alabama,AL,Microbiologists,90.0,0.35,55600.0,South
Alabama,AL,Zoologists and Wildlife Biologists,310.0,1.34,64860.0,South
Alabama,AL,"Biological Scientists, All Other",250.0,0.31,80230.0,South
Alabama,AL,Conservation Scientists,110.0,0.32,76270.0,South
Alabama,AL,Foresters,300.0,2.27,71070.0,South
Alabama,AL,Epidemiologists,60.0,0.41,72830.0,South
Alabama,AL,"Medical Scientists, Except Epidemiologists",1460.0,0.69,65750.0,South
Alabama,AL,"Life Scientists, All Other",50.0,0.5,107050.0,South
Alabama,AL,Physicists,360.0,1.24,114690.0,South
Alabama,AL,Atmospheric and Space Scientists,230.0,1.96,84720.0,South
Alabama,AL,Chemists,630.0,0.56,96000.0,South
Alabama,AL,"Environmental Scientists and Specialists, Including Health",920.0,0.8,74660.0,South
Alabama,AL,"Geoscientists, Except Hydrologists and Geographers",140.0,0.45,80310.0,South
Alabama,AL,Hydrologists,30.0,0.42,86750.0,South
Alabama,AL,"Physical Scientists, All Other",150.0,0.5,131560.0,South
Alabama,AL,Economists,40.0,0.18,103400.0,South
Alabama,AL,Clinical and Counseling Psychologists,360.0,0.37,100320.0,South
Alabama,AL,School Psychologists,320.0,0.37,71660.0,South
Alabama,AL,"Psychologists, All Other",100.0,0.43,134370.0,South
Alabama,AL,Urban and Regional Planners,560.0,0.96,64880.0,South
Alabama,AL,Anthropologists and Archeologists,210.0,1.96,68760.0,South
Alabama,AL,Historians,60.0,1.36,71070.0,South
Alabama,AL,"Social Scientists and Related Workers, All Other",320.0,0.63,95640.0,South
Alabama,AL,Agricultural Technicians,40.0,0.19,32390.0,South
Alabama,AL,Biological Technicians,300.0,0.29,45880.0,South
Alabama,AL,Chemical Technicians,1180.0,1.56,52680.0,South
Alabama,AL,"Environmental Science and Protection Technicians, Including Health",340.0,0.63,45890.0,South
Alabama,AL,"Geological Technicians, Except Hydrologic Technicians",40.0,0.34,40050.0,South
Alabama,AL,Nuclear Technicians,170.0,2.08,107680.0,South
Alabama,AL,Forest and Conservation Technicians,180.0,0.43,54310.0,South
Alabama,AL,Forensic Science Technicians,160.0,0.59,59560.0,South
Alabama,AL,"Life, Physical, and Social Science Technicians, All Other",250.0,0.26,53910.0,South
Alabama,AL,Occupational Health and Safety Specialists,2100.0,1.2,75440.0,South
Alabama,AL,Occupational Health and Safety Technicians,480.0,1.13,52510.0,South
Alabama,AL,"Educational, Guidance, and Career Counselors and Advisors",4510.0,0.97,60530.0,South
Alabama,AL,Marriage and Family Therapists,200.0,0.23,54280.0,South
Alabama,AL,Rehabilitation Counselors,460.0,0.38,54320.0,South
Alabama,AL,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",3340.0,0.56,48880.0,South
Alabama,AL,"Counselors, All Other",50.0,0.1,31910.0,South
Alabama,AL,"Child, Family, and School Social Workers",4430.0,0.85,46890.0,South
Alabama,AL,Healthcare Social Workers,2640.0,1.05,58000.0,South
Alabama,AL,Mental Health and Substance Abuse Social Workers,670.0,0.39,42100.0,South
Alabama,AL,"Social Workers, All Other",450.0,0.52,89170.0,South
Alabama,AL,Health Education Specialists,620.0,0.7,53110.0,South
Alabama,AL,Probation Officers and Correctional Treatment Specialists,960.0,0.81,58390.0,South
Alabama,AL,Social and Human Service Assistants,3260.0,0.57,34040.0,South
Alabama,AL,Community Health Workers,190.0,0.23,43950.0,South
Alabama,AL,"Community and Social Service Specialists, All Other",70.0,0.05,24340.0,South
Alabama,AL,Clergy,720.0,0.91,50050.0,South
Alabama,AL,"Directors, Religious Activities and Education",110.0,0.37,65190.0,South
Alabama,AL,Lawyers,5810.0,0.57,127660.0,South
Alabama,AL,"Administrative Law Judges, Adjudicators, and Hearing Officers",80.0,0.36,149760.0,South
Alabama,AL,"Arbitrators, Mediators, and Conciliators",40.0,0.33,82160.0,South
Alabama,AL,"Judges, Magistrate Judges, and Magistrates",610.0,1.75,50950.0,South
Alabama,AL,Paralegals and Legal Assistants,5480.0,1.1,46060.0,South
Alabama,AL,"Title Examiners, Abstractors, and Searchers",380.0,0.58,49440.0,South
Alabama,AL,"Legal Support Workers, All Other",230.0,0.36,56080.0,South
Alabama,AL,"Business Teachers, Postsecondary",1290.0,1.16,81040.0,South
Alabama,AL,"Computer Science Teachers, Postsecondary",500.0,1.02,88440.0,South
Alabama,AL,"Mathematical Science Teachers, Postsecondary",960.0,1.45,65480.0,South
Alabama,AL,"Engineering Teachers, Postsecondary",730.0,1.35,103210.0,South
Alabama,AL,"Agricultural Sciences Teachers, Postsecondary",250.0,2.08,77030.0,South
Alabama,AL,"Biological Science Teachers, Postsecondary",1170.0,1.62,77940.0,South
Alabama,AL,"Forestry and Conservation Science Teachers, Postsecondary",70.0,3.8,77360.0,South
Alabama,AL,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",100.0,0.66,79540.0,South
Alabama,AL,"Chemistry Teachers, Postsecondary",300.0,1.1,77200.0,South
Alabama,AL,"Physics Teachers, Postsecondary",190.0,1.02,84160.0,South
Alabama,AL,"Anthropology and Archeology Teachers, Postsecondary",50.0,0.66,77770.0,South
Alabama,AL,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",80.0,0.53,67060.0,South
Alabama,AL,"Economics Teachers, Postsecondary",150.0,0.91,116190.0,South
Alabama,AL,"Political Science Teachers, Postsecondary",150.0,0.63,79340.0,South
Alabama,AL,"Psychology Teachers, Postsecondary",550.0,0.98,76300.0,South
Alabama,AL,"Sociology Teachers, Postsecondary",160.0,0.94,60840.0,South
Alabama,AL,"Health Specialties Teachers, Postsecondary",3000.0,0.96,82810.0,South
Alabama,AL,"Nursing Instructors and Teachers, Postsecondary",1370.0,1.36,77270.0,South
Alabama,AL,"Education Teachers, Postsecondary",920.0,1.15,65670.0,South
Alabama,AL,"Library Science Teachers, Postsecondary",150.0,2.69,73250.0,South
Alabama,AL,"Criminal Justice and Law Enforcement Teachers, Postsecondary",170.0,0.92,64020.0,South
Alabama,AL,"Law Teachers, Postsecondary",70.0,0.24,139880.0,South
Alabama,AL,"Social Work Teachers, Postsecondary",300.0,1.64,81800.0,South
Alabama,AL,"Art, Drama, and Music Teachers, Postsecondary",940.0,0.7,64060.0,South
Alabama,AL,"Communications Teachers, Postsecondary",280.0,0.71,61990.0,South
Alabama,AL,"English Language and Literature Teachers, Postsecondary",1250.0,1.54,61990.0,South
Alabama,AL,"Foreign Language and Literature Teachers, Postsecondary",120.0,0.41,65810.0,South
Alabama,AL,"History Teachers, Postsecondary",390.0,1.46,61000.0,South
Alabama,AL,"Philosophy and Religion Teachers, Postsecondary",210.0,0.73,58660.0,South
Alabama,AL,"Recreation and Fitness Studies Teachers, Postsecondary",150.0,0.89,66270.0,South
Alabama,AL,"Career/Technical Education Teachers, Postsecondary",1850.0,1.23,57730.0,South
Alabama,AL,"Postsecondary Teachers, All Other",210.0,0.1,51030.0,South
Alabama,AL,"Preschool Teachers, Except Special Education",6610.0,1.09,27630.0,South
Alabama,AL,"Kindergarten Teachers, Except Special Education",490.0,0.31,48750.0,South
Alabama,AL,"Elementary School Teachers, Except Special Education",16910.0,0.89,59850.0,South
Alabama,AL,"Middle School Teachers, Except Special and Career/Technical Education",10950.0,1.3,59900.0,South
Alabama,AL,"Career/Technical Education Teachers, Middle School",710.0,3.7,48000.0,South
Alabama,AL,"Secondary School Teachers, Except Special and Career/Technical Education",16480.0,1.13,60530.0,South
Alabama,AL,"Career/Technical Education Teachers, Secondary School",120.0,0.09,85400.0,South
Alabama,AL,"Special Education Teachers, Kindergarten and Elementary School",660.0,0.21,61100.0,South
Alabama,AL,"Special Education Teachers, Middle School",730.0,0.56,60760.0,South
Alabama,AL,"Special Education Teachers, Secondary School",680.0,0.31,60100.0,South
Alabama,AL,"Special Education Teachers, All Other",130.0,0.24,36070.0,South
Alabama,AL,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",480.0,0.98,48790.0,South
Alabama,AL,Self-Enrichment Teachers,2400.0,0.57,37200.0,South
Alabama,AL,"Substitute Teachers, Short-Term",,,24320.0,South
Alabama,AL,Tutors,990.0,0.42,31160.0,South
Alabama,AL,"Teachers and Instructors, All Other",1950.0,1.15,63350.0,South
Alabama,AL,Archivists,80.0,0.86,58390.0,South
Alabama,AL,Curators,170.0,1.0,58390.0,South
Alabama,AL,Museum Technicians and Conservators,160.0,0.91,41420.0,South
Alabama,AL,Librarians and Media Collections Specialists,3260.0,1.82,62240.0,South
Alabama,AL,Library Technicians,510.0,0.51,32910.0,South
Alabama,AL,Farm and Home Management Educators,260.0,1.86,60060.0,South
Alabama,AL,Instructional Coordinators,2020.0,0.71,65880.0,South
Alabama,AL,"Teaching Assistants, Postsecondary",,,21750.0,South
Alabama,AL,"Teaching Assistants, Except Postsecondary",10000.0,0.54,22790.0,South
Alabama,AL,"Educational Instruction and Library Workers, All Other",240.0,0.16,38340.0,South
Alabama,AL,Art Directors,170.0,0.26,77140.0,South
Alabama,AL,Craft Artists,100.0,1.7,35090.0,South
Alabama,AL,"Fine Artists, Including Painters, Sculptors, and Illustrators",40.0,0.29,52270.0,South
Alabama,AL,Special Effects Artists and Animators,70.0,0.25,66060.0,South
Alabama,AL,Commercial and Industrial Designers,90.0,0.23,74090.0,South
Alabama,AL,Floral Designers,550.0,1.01,31360.0,South
Alabama,AL,Graphic Designers,2010.0,0.69,48130.0,South
Alabama,AL,Interior Designers,570.0,0.61,57290.0,South
Alabama,AL,Merchandise Displayers and Window Trimmers,3090.0,1.18,34920.0,South
Alabama,AL,Producers and Directors,1030.0,0.53,63920.0,South
Alabama,AL,Athletes and Sports Competitors,370.0,1.9,61670.0,South
Alabama,AL,Coaches and Scouts,2580.0,0.76,41150.0,South
Alabama,AL,Choreographers,40.0,0.75,37580.0,South
Alabama,AL,Music Directors and Composers,90.0,0.56,32370.0,South
Alabama,AL,Broadcast Announcers and Radio Disc Jockeys,360.0,1.11,37040.0,South
Alabama,AL,"News Analysts, Reporters, and Journalists",510.0,0.91,44730.0,South
Alabama,AL,Public Relations Specialists,2240.0,0.59,61160.0,South
Alabama,AL,Editors,590.0,0.45,44990.0,South
Alabama,AL,Technical Writers,830.0,1.1,80570.0,South
Alabama,AL,Writers and Authors,170.0,0.26,57120.0,South
Alabama,AL,Interpreters and Translators,360.0,0.49,45760.0,South
Alabama,AL,Court Reporters and Simultaneous Captioners,260.0,1.49,54280.0,South
Alabama,AL,Audio and Video Technicians,400.0,0.42,43240.0,South
Alabama,AL,Broadcast Technicians,260.0,0.91,46140.0,South
Alabama,AL,Sound Engineering Technicians,50.0,0.29,77420.0,South
Alabama,AL,Photographers,490.0,0.7,35140.0,South
Alabama,AL,"Camera Operators, Television, Video, and Film",120.0,0.36,45180.0,South
Alabama,AL,Film and Video Editors,150.0,0.39,70310.0,South
Alabama,AL,"Media and Communication Equipment Workers, All Other",40.0,0.21,91890.0,South
Alabama,AL,Chiropractors,510.0,0.99,74210.0,South
Alabama,AL,Orthodontists,130.0,1.91,222010.0,South
Alabama,AL,"Dentists, All Other Specialists",30.0,0.4,229820.0,South
Alabama,AL,Dietitians and Nutritionists,940.0,0.9,65240.0,South
Alabama,AL,Optometrists,470.0,0.82,129700.0,South
Alabama,AL,Pharmacists,5880.0,1.32,133930.0,South
Alabama,AL,Physician Assistants,770.0,0.36,101620.0,South
Alabama,AL,Podiatrists,100.0,0.8,140580.0,South
Alabama,AL,Occupational Therapists,1390.0,0.67,95410.0,South
Alabama,AL,Physical Therapists,2750.0,0.82,97040.0,South
Alabama,AL,Radiation Therapists,150.0,0.61,85950.0,South
Alabama,AL,Recreational Therapists,200.0,1.0,52050.0,South
Alabama,AL,Respiratory Therapists,2250.0,1.21,64010.0,South
Alabama,AL,Speech-Language Pathologists,1840.0,0.76,72560.0,South
Alabama,AL,Exercise Physiologists,60.0,0.51,48980.0,South
Alabama,AL,"Therapists, All Other",40.0,0.15,69320.0,South
Alabama,AL,Veterinarians,1150.0,1.05,98060.0,South
Alabama,AL,Registered Nurses,53340.0,1.2,71040.0,South
Alabama,AL,Nurse Anesthetists,1410.0,2.07,179160.0,South
Alabama,AL,Nurse Practitioners,4730.0,1.14,106930.0,South
Alabama,AL,Audiologists,290.0,1.45,76900.0,South
Alabama,AL,Family Medicine Physicians,380.0,0.26,198930.0,South
Alabama,AL,Obstetricians and Gynecologists,80.0,0.3,204570.0,South
Alabama,AL,"Pediatricians, General",330.0,0.57,202330.0,South
Alabama,AL,"Physicians, Pathologists",60.0,0.39,238020.0,South
Alabama,AL,"Ophthalmologists, Except Pediatric",,,181490.0,South
Alabama,AL,Dental Hygienists,2840.0,0.95,59840.0,South
Alabama,AL,"Healthcare Diagnosing or Treating Practitioners, All Other",150.0,0.35,92750.0,South
Alabama,AL,Clinical Laboratory Technologists and Technicians,6690.0,1.44,47790.0,South
Alabama,AL,Cardiovascular Technologists and Technicians,1100.0,1.32,45280.0,South
Alabama,AL,Diagnostic Medical Sonographers,1190.0,1.02,66340.0,South
Alabama,AL,Nuclear Medicine Technologists,340.0,1.49,79230.0,South
Alabama,AL,Radiologic Technologists and Technicians,3740.0,1.24,56790.0,South
Alabama,AL,Magnetic Resonance Imaging Technologists,530.0,0.93,74920.0,South
Alabama,AL,Emergency Medical Technicians,2420.0,1.0,36260.0,South
Alabama,AL,Paramedics,1890.0,1.4,45020.0,South
Alabama,AL,Pharmacy Technicians,8710.0,1.32,37690.0,South
Alabama,AL,Psychiatric Technicians,2860.0,1.55,35200.0,South
Alabama,AL,Surgical Technologists,2610.0,1.69,48920.0,South
Alabama,AL,Veterinary Technologists and Technicians,2260.0,1.27,30480.0,South
Alabama,AL,Ophthalmic Medical Technicians,1330.0,1.28,36260.0,South
Alabama,AL,Licensed Practical and Licensed Vocational Nurses,10840.0,1.26,50100.0,South
Alabama,AL,Medical Records Specialists,2630.0,1.03,38540.0,South
Alabama,AL,"Opticians, Dispensing",920.0,0.85,35570.0,South
Alabama,AL,Orthotists and Prosthetists,50.0,0.37,90690.0,South
Alabama,AL,"Health Technologists and Technicians, All Other",1380.0,0.58,43370.0,South
Alabama,AL,Health Information Technologists and Medical Registrars,30.0,0.06,53110.0,South
Alabama,AL,Athletic Trainers,590.0,1.51,53640.0,South
Alabama,AL,Surgical Assistants,250.0,0.81,38900.0,South
Alabama,AL,"Healthcare Practitioners and Technical Workers, All Other",100.0,0.2,51060.0,South
Alabama,AL,Home Health and Personal Care Aides,21100.0,0.39,27100.0,South
Alabama,AL,Nursing Assistants,24560.0,1.3,32470.0,South
Alabama,AL,Orderlies,490.0,0.68,31240.0,South
Alabama,AL,Psychiatric Aides,950.0,2.0,29320.0,South
Alabama,AL,Occupational Therapy Assistants,520.0,0.8,61990.0,South
Alabama,AL,Physical Therapist Assistants,2550.0,1.74,60890.0,South
Alabama,AL,Physical Therapist Aides,730.0,1.22,25220.0,South
Alabama,AL,Massage Therapists,510.0,0.39,48960.0,South
Alabama,AL,Dental Assistants,4450.0,0.87,37280.0,South
Alabama,AL,Medical Assistants,12760.0,1.19,34980.0,South
Alabama,AL,Medical Equipment Preparers,890.0,0.9,35040.0,South
Alabama,AL,Medical Transcriptionists,720.0,1.23,32590.0,South
Alabama,AL,Pharmacy Aides,450.0,0.81,34240.0,South
Alabama,AL,Veterinary Assistants and Laboratory Animal Caretakers,1060.0,0.68,29660.0,South
Alabama,AL,Phlebotomists,2510.0,1.33,35970.0,South
Alabama,AL,"Healthcare Support Workers, All Other",880.0,0.63,36260.0,South
Alabama,AL,First-Line Supervisors of Correctional Officers,470.0,0.64,80570.0,South
Alabama,AL,First-Line Supervisors of Police and Detectives,1860.0,0.9,75140.0,South
Alabama,AL,First-Line Supervisors of Firefighting and Prevention Workers,1150.0,0.9,73720.0,South
Alabama,AL,First-Line Supervisors of Security Workers,1160.0,1.22,46360.0,South
Alabama,AL,"First-Line Supervisors of Protective Service Workers, All Other",110.0,0.39,75700.0,South
Alabama,AL,Firefighters,6930.0,1.54,47490.0,South
Alabama,AL,Fire Inspectors and Investigators,,,50810.0,South
Alabama,AL,Forest Fire Inspectors and Prevention Specialists,40.0,1.07,34920.0,South
Alabama,AL,Bailiffs,90.0,0.4,36130.0,South
Alabama,AL,Correctional Officers and Jailers,4730.0,0.96,46400.0,South
Alabama,AL,Detectives and Criminal Investigators,1290.0,0.86,66020.0,South
Alabama,AL,Fish and Game Wardens,170.0,1.9,71070.0,South
Alabama,AL,Parking Enforcement Workers,50.0,0.45,38990.0,South
Alabama,AL,Police and Sheriff's Patrol Officers,12060.0,1.33,53850.0,South
Alabama,AL,Animal Control Workers,270.0,1.71,36990.0,South
Alabama,AL,Private Detectives and Investigators,580.0,1.1,47180.0,South
Alabama,AL,Gambling Surveillance Officers and Gambling Investigators,100.0,0.76,36970.0,South
Alabama,AL,Security Guards,15050.0,0.89,31210.0,South
Alabama,AL,Crossing Guards and Flaggers,340.0,0.28,25480.0,South
Alabama,AL,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1050.0,0.54,27790.0,South
Alabama,AL,Transportation Security Screeners,260.0,0.41,60510.0,South
Alabama,AL,School Bus Monitors,120.0,0.12,26590.0,South
Alabama,AL,"Protective Service Workers, All Other",,,32910.0,South
Alabama,AL,Chefs and Head Cooks,1280.0,0.52,62670.0,South
Alabama,AL,First-Line Supervisors of Food Preparation and Serving Workers,21260.0,1.32,35940.0,South
Alabama,AL,"Cooks, Fast Food",25580.0,2.82,26690.0,South
Alabama,AL,"Cooks, Institution and Cafeteria",8970.0,1.47,26780.0,South
Alabama,AL,"Cooks, Restaurant",18370.0,0.93,30100.0,South
Alabama,AL,"Cooks, Short Order",1280.0,0.63,25340.0,South
Alabama,AL,Food Preparation Workers,14540.0,1.21,25510.0,South
Alabama,AL,Bartenders,5850.0,0.58,22670.0,South
Alabama,AL,Fast Food and Counter Workers,37500.0,0.73,23490.0,South
Alabama,AL,Waiters and Waitresses,28540.0,0.91,21920.0,South
Alabama,AL,"Food Servers, Nonrestaurant",3260.0,0.89,27810.0,South
Alabama,AL,Dining Room and Cafeteria Attendants and Bartender Helpers,3700.0,0.52,22290.0,South
Alabama,AL,Dishwashers,3800.0,0.59,27230.0,South
Alabama,AL,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",4290.0,0.74,24960.0,South
Alabama,AL,"Food Preparation and Serving Related Workers, All Other",,,22730.0,South
Alabama,AL,First-Line Supervisors of Housekeeping and Janitorial Workers,2560.0,1.08,43200.0,South
Alabama,AL,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1940.0,1.15,49540.0,South
Alabama,AL,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",24960.0,0.84,29120.0,South
Alabama,AL,Maids and Housekeeping Cleaners,7960.0,0.69,27160.0,South
Alabama,AL,Pest Control Workers,2410.0,1.85,40020.0,South
Alabama,AL,Landscaping and Groundskeeping Workers,11930.0,0.93,35160.0,South
Alabama,AL,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",130.0,0.38,44890.0,South
Alabama,AL,Tree Trimmers and Pruners,1170.0,1.8,39600.0,South
Alabama,AL,"Grounds Maintenance Workers, All Other",50.0,0.25,50040.0,South
Alabama,AL,First-Line Supervisors of Gambling Services Workers,90.0,0.27,49510.0,South
Alabama,AL,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",1930.0,1.54,39940.0,South
Alabama,AL,First-Line Supervisors of Personal Service Workers,1280.0,0.88,38480.0,South
