state,state_abbreviated,job_title,total_employment,job_concentration,median_salary,region
Florida,FL,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",3760.0,0.99,61740.0,South
Florida,FL,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",930.0,0.63,95840.0,South
Florida,FL,"Electronic Equipment Installers and Repairers, Motor Vehicles",570.0,0.88,45300.0,South
Florida,FL,Audiovisual Equipment Installers and Repairers,1380.0,0.98,47120.0,South
Florida,FL,Security and Fire Alarm Systems Installers,8050.0,1.55,59570.0,South
Florida,FL,Aircraft Mechanics and Service Technicians,14470.0,1.67,75460.0,South
Florida,FL,Automotive Body and Related Repairers,10560.0,1.07,49760.0,South
Florida,FL,Automotive Glass Installers and Repairers,1790.0,1.48,45810.0,South
Florida,FL,Automotive Service Technicians and Mechanics,46090.0,1.05,48520.0,South
Florida,FL,Bus and Truck Mechanics and Diesel Engine Specialists,12570.0,0.69,60420.0,South
Florida,FL,Farm Equipment Mechanics and Service Technicians,740.0,0.31,47330.0,South
Florida,FL,"Mobile Heavy Equipment Mechanics, Except Engines",9760.0,0.85,62680.0,South
Florida,FL,Rail Car Repairers,500.0,0.43,66760.0,South
Florida,FL,Motorboat Mechanics and Service Technicians,5440.0,3.52,52990.0,South
Florida,FL,Motorcycle Mechanics,700.0,0.79,47200.0,South
Florida,FL,Outdoor Power Equipment and Other Small Engine Mechanics,3520.0,1.62,45110.0,South
Florida,FL,Bicycle Repairers,720.0,0.9,39010.0,South
Florida,FL,Recreational Vehicle Service Technicians,1650.0,1.38,56110.0,South
Florida,FL,Tire Repairers and Changers,7640.0,1.12,33660.0,South
Florida,FL,Mechanical Door Repairers,,,48230.0,South
Florida,FL,"Control and Valve Installers and Repairers, Except Mechanical Door",1310.0,0.44,53310.0,South
Florida,FL,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",38290.0,1.51,50580.0,South
Florida,FL,Home Appliance Repairers,2840.0,1.4,46930.0,South
Florida,FL,Industrial Machinery Mechanics,13820.0,0.51,60340.0,South
Florida,FL,"Maintenance Workers, Machinery",2780.0,0.77,60010.0,South
Florida,FL,Millwrights,810.0,0.31,57810.0,South
Florida,FL,Electrical Power-Line Installers and Repairers,7390.0,0.94,92460.0,South
Florida,FL,Telecommunications Line Installers and Repairers,6400.0,1.02,53140.0,South
Florida,FL,Camera and Photographic Equipment Repairers,,,47190.0,South
Florida,FL,Medical Equipment Repairers,3300.0,0.85,51490.0,South
Florida,FL,Musical Instrument Repairers and Tuners,90.0,0.24,35250.0,South
Florida,FL,Watch and Clock Repairers,,,63970.0,South
Florida,FL,"Precision Instrument and Equipment Repairers, All Other",440.0,0.71,58030.0,South
Florida,FL,"Maintenance and Repair Workers, General",112590.0,1.15,45000.0,South
Florida,FL,"Coin, Vending, and Amusement Machine Servicers and Repairers",1520.0,0.84,46710.0,South
Florida,FL,Commercial Divers,570.0,2.63,52680.0,South
Florida,FL,Locksmiths and Safe Repairers,1480.0,1.5,47610.0,South
Florida,FL,Manufactured Building and Mobile Home Installers,90.0,0.52,38210.0,South
Florida,FL,Riggers,1130.0,0.73,49770.0,South
Florida,FL,Signal and Track Switch Repairers,300.0,0.58,79270.0,South
Florida,FL,"Helpers--Installation, Maintenance, and Repair Workers",6530.0,1.05,38340.0,South
Florida,FL,"Installation, Maintenance, and Repair Workers, All Other",16610.0,1.42,46330.0,South
Florida,FL,First-Line Supervisors of Production and Operating Workers,28420.0,0.65,61410.0,South
Florida,FL,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",1330.0,0.64,62770.0,South
Florida,FL,"Coil Winders, Tapers, and Finishers",120.0,0.15,44500.0,South
Florida,FL,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",8760.0,0.53,37860.0,South
Florida,FL,Engine and Other Machine Assemblers,770.0,0.32,51230.0,South
Florida,FL,Structural Metal Fabricators and Fitters,2150.0,0.63,48030.0,South
Florida,FL,Fiberglass Laminators and Fabricators,3730.0,3.16,45620.0,South
Florida,FL,Miscellaneous Assemblers and Fabricators,48920.0,0.53,37460.0,South
Florida,FL,Bakers,14950.0,1.01,36580.0,South
Florida,FL,Butchers and Meat Cutters,11330.0,1.27,39350.0,South
Florida,FL,"Meat, Poultry, and Fish Cutters and Trimmers",1870.0,0.21,39300.0,South
Florida,FL,Slaughterers and Meat Packers,210.0,0.05,32490.0,South
Florida,FL,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",390.0,0.31,36500.0,South
Florida,FL,Food Batchmakers,2750.0,0.25,36070.0,South
Florida,FL,Food Cooking Machine Operators and Tenders,880.0,0.5,33280.0,South
Florida,FL,"Food Processing Workers, All Other",960.0,0.26,37650.0,South
Florida,FL,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1440.0,0.35,40150.0,South
Florida,FL,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",150.0,0.27,39210.0,South
Florida,FL,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",280.0,0.19,38710.0,South
Florida,FL,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2730.0,0.25,37660.0,South
Florida,FL,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",160.0,0.46,62400.0,South
Florida,FL,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1000.0,0.22,38710.0,South
Florida,FL,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",360.0,0.3,46490.0,South
Florida,FL,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",200.0,0.23,45410.0,South
Florida,FL,Machinists,8240.0,0.43,50570.0,South
Florida,FL,Metal-Refining Furnace Operators and Tenders,620.0,0.48,48980.0,South
Florida,FL,"Pourers and Casters, Metal",,,62080.0,South
Florida,FL,"Model Makers, Metal and Plastic",50.0,0.26,67600.0,South
Florida,FL,Foundry Mold and Coremakers,70.0,0.08,35410.0,South
Florida,FL,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2560.0,0.26,38690.0,South
Florida,FL,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4450.0,0.54,39670.0,South
Florida,FL,Tool and Die Makers,590.0,0.17,62570.0,South
Florida,FL,"Welders, Cutters, Solderers, and Brazers",16390.0,0.61,49430.0,South
Florida,FL,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",930.0,0.4,39790.0,South
Florida,FL,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",180.0,0.19,43780.0,South
Florida,FL,"Layout Workers, Metal and Plastic",170.0,0.48,62880.0,South
Florida,FL,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",420.0,0.21,40550.0,South
Florida,FL,"Tool Grinders, Filers, and Sharpeners",80.0,0.21,38870.0,South
Florida,FL,"Metal Workers and Plastic Workers, All Other",1040.0,0.81,36140.0,South
Florida,FL,Prepress Technicians and Workers,1070.0,0.73,46050.0,South
Florida,FL,Printing Press Operators,7600.0,0.82,38710.0,South
Florida,FL,Print Binding and Finishing Workers,1880.0,0.81,37290.0,South
Florida,FL,Laundry and Dry-Cleaning Workers,13940.0,1.12,30320.0,South
Florida,FL,"Pressers, Textile, Garment, and Related Materials",1930.0,1.13,29450.0,South
Florida,FL,Sewing Machine Operators,6190.0,0.89,31340.0,South
Florida,FL,Shoe and Leather Workers and Repairers,520.0,1.07,26560.0,South
Florida,FL,"Sewers, Hand",190.0,1.36,36090.0,South
Florida,FL,"Tailors, Dressmakers, and Custom Sewers",1410.0,1.36,37590.0,South
Florida,FL,Textile Bleaching and Dyeing Machine Operators and Tenders,50.0,0.13,26530.0,South
Florida,FL,"Textile Cutting Machine Setters, Operators, and Tenders",390.0,0.69,36350.0,South
Florida,FL,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",110.0,0.09,35700.0,South
Florida,FL,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",,,41030.0,South
Florida,FL,Fabric and Apparel Patternmakers,60.0,0.33,65570.0,South
Florida,FL,Upholsterers,1370.0,1.02,42540.0,South
Florida,FL,"Textile, Apparel, and Furnishings Workers, All Other",560.0,0.61,39110.0,South
Florida,FL,Cabinetmakers and Bench Carpenters,3620.0,0.72,46870.0,South
Florida,FL,Furniture Finishers,1300.0,1.43,45800.0,South
Florida,FL,"Sawing Machine Setters, Operators, and Tenders, Wood",1090.0,0.4,37800.0,South
Florida,FL,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1370.0,0.34,36810.0,South
Florida,FL,"Woodworkers, All Other",690.0,1.64,39160.0,South
Florida,FL,Power Distributors and Dispatchers,250.0,0.42,101870.0,South
Florida,FL,Power Plant Operators,1330.0,0.68,84030.0,South
Florida,FL,Stationary Engineers and Boiler Operators,210.0,0.11,69250.0,South
Florida,FL,Water and Wastewater Treatment Plant and System Operators,7560.0,0.94,58630.0,South
Florida,FL,Chemical Plant and System Operators,230.0,0.2,68640.0,South
Florida,FL,Gas Plant Operators,170.0,0.17,71490.0,South
Florida,FL,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",180.0,0.08,60830.0,South
Florida,FL,"Plant and System Operators, All Other",660.0,0.65,53300.0,South
Florida,FL,Chemical Equipment Operators and Tenders,3150.0,0.39,46790.0,South
Florida,FL,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1490.0,0.43,43720.0,South
Florida,FL,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",620.0,0.34,44370.0,South
Florida,FL,"Grinding and Polishing Workers, Hand",610.0,0.81,38470.0,South
Florida,FL,"Mixing and Blending Machine Setters, Operators, and Tenders",3390.0,0.53,46630.0,South
Florida,FL,"Cutters and Trimmers, Hand",200.0,0.44,36430.0,South
Florida,FL,"Cutting and Slicing Machine Setters, Operators, and Tenders",1830.0,0.6,41870.0,South
Florida,FL,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1020.0,0.28,40860.0,South
Florida,FL,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",360.0,0.35,38370.0,South
Florida,FL,"Inspectors, Testers, Sorters, Samplers, and Weighers",21060.0,0.56,46360.0,South
Florida,FL,Jewelers and Precious Stone and Metal Workers,1160.0,0.77,56470.0,South
Florida,FL,Dental Laboratory Technicians,2170.0,1.01,56910.0,South
Florida,FL,Medical Appliance Technicians,1370.0,1.87,44920.0,South
Florida,FL,Ophthalmic Laboratory Technicians,1770.0,1.49,36450.0,South
Florida,FL,Packaging and Filling Machine Operators and Tenders,16190.0,0.66,36560.0,South
Florida,FL,"Painting, Coating, and Decorating Workers",920.0,1.7,35710.0,South
Florida,FL,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",6150.0,0.61,46800.0,South
Florida,FL,Semiconductor Processing Technicians,170.0,0.08,42990.0,South
Florida,FL,Photographic Process Workers and Processing Machine Operators,170.0,0.48,35960.0,South
Florida,FL,Computer Numerically Controlled Tool Operators,4590.0,0.41,45290.0,South
Florida,FL,Computer Numerically Controlled Tool Programmers,780.0,0.43,65690.0,South
Florida,FL,Adhesive Bonding Machine Operators and Tenders,150.0,0.19,32690.0,South
Florida,FL,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",310.0,0.35,35630.0,South
Florida,FL,Cooling and Freezing Equipment Operators and Tenders,90.0,0.21,50960.0,South
Florida,FL,Etchers and Engravers,250.0,0.47,39870.0,South
Florida,FL,"Molders, Shapers, and Casters, Except Metal and Plastic",1680.0,0.76,43730.0,South
Florida,FL,"Paper Goods Machine Setters, Operators, and Tenders",1560.0,0.25,46800.0,South
Florida,FL,Tire Builders,230.0,0.17,44010.0,South
Florida,FL,Helpers--Production Workers,5880.0,0.55,36660.0,South
Florida,FL,"Production Workers, All Other",13360.0,0.76,36360.0,South
Florida,FL,Aircraft Cargo Handling Supervisors,790.0,1.22,68250.0,South
Florida,FL,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",34750.0,0.9,59950.0,South
Florida,FL,"Airline Pilots, Copilots, and Flight Engineers",6640.0,1.05,220350.0,South
Florida,FL,Commercial Pilots,6100.0,1.85,130530.0,South
Florida,FL,Air Traffic Controllers,1980.0,1.39,144710.0,South
Florida,FL,Airfield Operations Specialists,3670.0,3.46,62600.0,South
Florida,FL,Flight Attendants,11880.0,1.43,76410.0,South
Florida,FL,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",270.0,0.35,38340.0,South
Florida,FL,Driver/Sales Workers,23270.0,0.88,36340.0,South
Florida,FL,Heavy and Tractor-Trailer Truck Drivers,105730.0,0.8,50000.0,South
Florida,FL,Light Truck Drivers,71340.0,1.13,40160.0,South
Florida,FL,"Bus Drivers, School",12730.0,0.52,39170.0,South
Florida,FL,"Bus Drivers, Transit and Intercity",7620.0,0.8,46640.0,South
Florida,FL,Shuttle Drivers and Chauffeurs,13070.0,0.89,34130.0,South
Florida,FL,Taxi Drivers,940.0,0.84,27360.0,South
Florida,FL,"Motor Vehicle Operators, All Other",2600.0,0.81,34740.0,South
Florida,FL,Locomotive Engineers,620.0,0.31,82000.0,South
Florida,FL,"Rail Yard Engineers, Dinkey Operators, and Hostlers",30.0,0.15,58220.0,South
Florida,FL,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",170.0,0.22,64290.0,South
Florida,FL,Railroad Conductors and Yardmasters,1250.0,0.46,82060.0,South
Florida,FL,Sailors and Marine Oilers,2590.0,1.3,46070.0,South
Florida,FL,"Captains, Mates, and Pilots of Water Vessels",4360.0,1.93,63540.0,South
Florida,FL,Motorboat Operators,350.0,2.29,43890.0,South
Florida,FL,Ship Engineers,910.0,1.67,110730.0,South
Florida,FL,Bridge and Lock Tenders,180.0,1.02,42470.0,South
Florida,FL,Parking Attendants,17670.0,2.06,28730.0,South
Florida,FL,Automotive and Watercraft Service Attendants,5700.0,0.91,33600.0,South
Florida,FL,Aircraft Service Attendants,2930.0,1.68,39160.0,South
Florida,FL,Traffic Technicians,760.0,1.58,52230.0,South
Florida,FL,Transportation Inspectors,1670.0,1.13,86770.0,South
Florida,FL,Passenger Attendants,1920.0,1.19,38810.0,South
Florida,FL,"Transportation Workers, All Other",360.0,0.52,44210.0,South
Florida,FL,Conveyor Operators and Tenders,810.0,0.49,37500.0,South
Florida,FL,Crane and Tower Operators,2460.0,0.92,70130.0,South
Florida,FL,Dredge Operators,50.0,0.73,52640.0,South
Florida,FL,Hoist and Winch Operators,90.0,0.56,38910.0,South
Florida,FL,Industrial Truck and Tractor Operators,32390.0,0.63,45790.0,South
Florida,FL,Cleaners of Vehicles and Equipment,26010.0,1.09,31790.0,South
Florida,FL,"Laborers and Freight, Stock, and Material Movers, Hand",157990.0,0.83,36980.0,South
Florida,FL,Machine Feeders and Offbearers,860.0,0.29,37700.0,South
Florida,FL,"Packers and Packagers, Hand",39360.0,1.03,27490.0,South
Florida,FL,Stockers and Order Fillers,201770.0,1.14,36490.0,South
Florida,FL,Gas Compressor and Gas Pumping Station Operators,120.0,0.38,37260.0,South
Florida,FL,"Pump Operators, Except Wellhead Pumpers",760.0,0.94,60370.0,South
Florida,FL,Refuse and Recyclable Material Collectors,9690.0,1.09,46890.0,South
Florida,FL,"Tank Car, Truck, and Ship Loaders",820.0,1.18,67340.0,South
Florida,FL,"Material Moving Workers, All Other",1480.0,0.92,36330.0,South
Georgia,GA,Chief Executives,5440.0,0.81,201750.0,South
Georgia,GA,General and Operations Managers,111240.0,0.99,99800.0,South
Georgia,GA,Advertising and Promotions Managers,450.0,0.67,126730.0,South
Georgia,GA,Marketing Managers,9180.0,0.76,159180.0,South
Georgia,GA,Sales Managers,18110.0,0.95,149570.0,South
Georgia,GA,Public Relations Managers,1330.0,0.56,131590.0,South
Georgia,GA,Fundraising Managers,680.0,0.58,111640.0,South
Georgia,GA,Administrative Services Managers,8850.0,1.11,106340.0,South
Georgia,GA,Facilities Managers,2530.0,0.57,115030.0,South
Georgia,GA,Computer and Information Systems Managers,17560.0,0.86,169170.0,South
Georgia,GA,Financial Managers,22720.0,0.88,163450.0,South
Georgia,GA,Industrial Production Managers,4930.0,0.67,124280.0,South
Georgia,GA,Purchasing Managers,2770.0,1.08,133850.0,South
Georgia,GA,"Transportation, Storage, and Distribution Managers",6760.0,1.01,111640.0,South
Georgia,GA,Compensation and Benefits Managers,870.0,1.38,141200.0,South
Georgia,GA,Human Resources Managers,7080.0,1.04,138050.0,South
Georgia,GA,Training and Development Managers,1350.0,0.95,117280.0,South
Georgia,GA,Construction Managers,7840.0,0.71,101360.0,South
Georgia,GA,"Education and Childcare Administrators, Preschool and Daycare",980.0,0.44,44510.0,South
Georgia,GA,"Education Administrators, Kindergarten through Secondary",7560.0,0.75,101890.0,South
Georgia,GA,"Education Administrators, Postsecondary",2810.0,0.51,105950.0,South
Georgia,GA,"Education Administrators, All Other",2730.0,1.63,95680.0,South
Georgia,GA,Architectural and Engineering Managers,3720.0,0.56,158920.0,South
Georgia,GA,Food Service Managers,7240.0,0.94,63980.0,South
Georgia,GA,"Entertainment and Recreation Managers, Except Gambling",600.0,0.52,80230.0,South
Georgia,GA,Lodging Managers,1480.0,1.13,61580.0,South
Georgia,GA,Medical and Health Services Managers,9610.0,0.54,136030.0,South
Georgia,GA,Natural Sciences Managers,1610.0,0.51,116560.0,South
Georgia,GA,Postmasters and Mail Superintendents,340.0,0.78,94120.0,South
Georgia,GA,"Property, Real Estate, and Community Association Managers",8530.0,0.91,70730.0,South
Georgia,GA,Social and Community Service Managers,4670.0,0.76,71550.0,South
Georgia,GA,Emergency Management Directors,480.0,1.2,75280.0,South
Georgia,GA,Funeral Home Managers,390.0,0.95,90670.0,South
Georgia,GA,"Personal Service Managers, All Other",90.0,0.27,54340.0,South
Georgia,GA,"Managers, All Other",36520.0,1.84,120810.0,South
Georgia,GA,"Agents and Business Managers of Artists, Performers, and Athletes",310.0,0.7,100880.0,South
Georgia,GA,Buyers and Purchasing Agents,15510.0,1.01,72480.0,South
Georgia,GA,"Claims Adjusters, Examiners, and Investigators",14580.0,1.52,71750.0,South
Georgia,GA,"Insurance Appraisers, Auto Damage",320.0,1.31,77950.0,South
Georgia,GA,Compliance Officers,13730.0,1.1,63990.0,South
Georgia,GA,Cost Estimators,5100.0,0.74,72850.0,South
Georgia,GA,Human Resources Specialists,32980.0,1.14,65130.0,South
Georgia,GA,Labor Relations Specialists,950.0,0.47,75910.0,South
Georgia,GA,Logisticians,11190.0,1.51,73880.0,South
Georgia,GA,Project Management Specialists,29180.0,0.92,100860.0,South
Georgia,GA,"Meeting, Convention, and Event Planners",4370.0,1.03,48430.0,South
Georgia,GA,Fundraisers,2640.0,0.79,65420.0,South
Georgia,GA,"Compensation, Benefits, and Job Analysis Specialists",3640.0,1.13,71060.0,South
Georgia,GA,Training and Development Specialists,18690.0,1.36,62930.0,South
Georgia,GA,Market Research Analysts and Marketing Specialists,26000.0,0.96,75490.0,South
Georgia,GA,"Business Operations Specialists, All Other",78990.0,2.22,75820.0,South
Georgia,GA,Accountants and Auditors,45000.0,0.99,80100.0,South
Georgia,GA,Property Appraisers and Assessors,2270.0,1.22,49070.0,South
Georgia,GA,Budget Analysts,1890.0,1.27,89810.0,South
Georgia,GA,Credit Analysts,2510.0,1.18,73300.0,South
Georgia,GA,Financial and Investment Analysts,10330.0,0.96,95180.0,South
Georgia,GA,Personal Financial Advisors,7540.0,0.88,98490.0,South
Georgia,GA,Insurance Underwriters,6310.0,1.86,78000.0,South
Georgia,GA,Financial Risk Specialists,1560.0,0.88,107730.0,South
Georgia,GA,Financial Examiners,1560.0,0.79,76130.0,South
Georgia,GA,Credit Counselors,,,57300.0,South
Georgia,GA,Loan Officers,9480.0,1.04,72250.0,South
Georgia,GA,"Tax Examiners and Collectors, and Revenue Agents",1990.0,1.18,52450.0,South
Georgia,GA,Tax Preparers,1940.0,0.84,41780.0,South
Georgia,GA,"Financial Specialists, All Other",4370.0,1.09,75760.0,South
Georgia,GA,Computer Systems Analysts,12200.0,0.78,103380.0,South
Georgia,GA,Information Security Analysts,6480.0,1.15,124270.0,South
Georgia,GA,Computer and Information Research Scientists,700.0,0.58,89270.0,South
Georgia,GA,Computer Network Support Specialists,4160.0,0.9,77940.0,South
Georgia,GA,Computer User Support Specialists,26900.0,1.23,57160.0,South
Georgia,GA,Computer Network Architects,5980.0,1.07,132300.0,South
Georgia,GA,Database Administrators,3020.0,1.31,106100.0,South
Georgia,GA,Database Architects,2930.0,1.43,135280.0,South
Georgia,GA,Network and Computer Systems Administrators,9310.0,0.93,94100.0,South
Georgia,GA,Computer Programmers,2330.0,0.67,97970.0,South
Georgia,GA,Software Developers,47350.0,0.91,128920.0,South
Georgia,GA,Software Quality Assurance Analysts and Testers,7830.0,1.24,93500.0,South
Georgia,GA,Web Developers,1650.0,0.66,75000.0,South
Georgia,GA,Web and Digital Interface Designers,3070.0,0.87,100530.0,South
Georgia,GA,"Computer Occupations, All Other",18590.0,1.34,100950.0,South
Georgia,GA,Operations Research Analysts,4450.0,1.31,73890.0,South
Georgia,GA,Statisticians,550.0,0.59,108280.0,South
Georgia,GA,Data Scientists,7730.0,1.05,102630.0,South
Georgia,GA,"Mathematical Science Occupations, All Other",150.0,0.99,36190.0,South
Georgia,GA,"Architects, Except Landscape and Naval",2630.0,0.75,100870.0,South
Georgia,GA,Landscape Architects,460.0,0.75,77640.0,South
Georgia,GA,Cartographers and Photogrammetrists,590.0,1.47,55150.0,South
Georgia,GA,Surveyors,1720.0,1.03,60410.0,South
Georgia,GA,Aerospace Engineers,3060.0,1.42,142910.0,South
Georgia,GA,Bioengineers and Biomedical Engineers,520.0,0.75,101710.0,South
Georgia,GA,Chemical Engineers,340.0,0.53,102360.0,South
Georgia,GA,Civil Engineers,8820.0,0.79,81030.0,South
Georgia,GA,Computer Hardware Engineers,520.0,0.22,108590.0,South
Georgia,GA,Electrical Engineers,4580.0,0.77,104170.0,South
Georgia,GA,"Electronics Engineers, Except Computer",2740.0,0.93,125530.0,South
Georgia,GA,Environmental Engineers,750.0,0.63,94950.0,South
Georgia,GA,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",450.0,0.62,105440.0,South
Georgia,GA,Industrial Engineers,7410.0,0.67,98550.0,South
Georgia,GA,Marine Engineers and Naval Architects,80.0,0.31,77970.0,South
Georgia,GA,Materials Engineers,550.0,0.77,97380.0,South
Georgia,GA,Mechanical Engineers,5180.0,0.57,96820.0,South
Georgia,GA,Nuclear Engineers,140.0,0.31,129820.0,South
Georgia,GA,"Engineers, All Other",3970.0,0.84,115790.0,South
Georgia,GA,Architectural and Civil Drafters,3480.0,1.01,65220.0,South
Georgia,GA,Electrical and Electronics Drafters,470.0,0.75,76830.0,South
Georgia,GA,Mechanical Drafters,590.0,0.47,65050.0,South
Georgia,GA,"Drafters, All Other",620.0,1.23,56150.0,South
Georgia,GA,Civil Engineering Technologists and Technicians,1910.0,0.97,57400.0,South
Georgia,GA,Electrical and Electronic Engineering Technologists and Technicians,2150.0,0.74,75000.0,South
Georgia,GA,Electro-Mechanical and Mechatronics Technologists and Technicians,200.0,0.44,66220.0,South
Georgia,GA,Environmental Engineering Technologists and Technicians,880.0,2.23,68750.0,South
Georgia,GA,Industrial Engineering Technologists and Technicians,2020.0,0.87,60790.0,South
Georgia,GA,Mechanical Engineering Technologists and Technicians,610.0,0.51,66100.0,South
Georgia,GA,Calibration Technologists and Technicians,230.0,0.47,64550.0,South
Georgia,GA,"Engineering Technologists and Technicians, Except Drafters, All Other",2140.0,1.05,60960.0,South
Georgia,GA,Surveying and Mapping Technicians,1350.0,0.75,43190.0,South
Georgia,GA,Animal Scientists,60.0,0.74,114560.0,South
Georgia,GA,Food Scientists and Technologists,680.0,1.5,69050.0,South
Georgia,GA,Soil and Plant Scientists,470.0,0.9,75250.0,South
Georgia,GA,Microbiologists,990.0,1.59,97090.0,South
Georgia,GA,Zoologists and Wildlife Biologists,200.0,0.38,63530.0,South
Georgia,GA,"Biological Scientists, All Other",1520.0,0.81,91890.0,South
Georgia,GA,Conservation Scientists,300.0,0.38,67950.0,South
Georgia,GA,Foresters,240.0,0.78,63360.0,South
Georgia,GA,Epidemiologists,610.0,1.69,68160.0,South
Georgia,GA,"Medical Scientists, Except Epidemiologists",1260.0,0.26,94320.0,South
Georgia,GA,"Life Scientists, All Other",280.0,1.22,79180.0,South
Georgia,GA,Physicists,190.0,0.29,131500.0,South
Georgia,GA,Atmospheric and Space Scientists,170.0,0.63,90670.0,South
Georgia,GA,Chemists,1080.0,0.41,94890.0,South
Georgia,GA,Materials Scientists,250.0,0.94,81420.0,South
Georgia,GA,"Environmental Scientists and Specialists, Including Health",1530.0,0.57,82030.0,South
Georgia,GA,"Geoscientists, Except Hydrologists and Geographers",330.0,0.47,62850.0,South
Georgia,GA,"Physical Scientists, All Other",1040.0,1.46,131770.0,South
Georgia,GA,Economists,340.0,0.68,127220.0,South
Georgia,GA,Survey Researchers,830.0,3.41,48800.0,South
Georgia,GA,Clinical and Counseling Psychologists,1210.0,0.53,51210.0,South
Georgia,GA,School Psychologists,1670.0,0.83,96810.0,South
Georgia,GA,"Psychologists, All Other",420.0,0.75,113730.0,South
Georgia,GA,Urban and Regional Planners,1070.0,0.79,75990.0,South
Georgia,GA,Anthropologists and Archeologists,140.0,0.55,48840.0,South
Georgia,GA,Historians,70.0,0.75,59410.0,South
Georgia,GA,Political Scientists,30.0,0.16,80000.0,South
Georgia,GA,"Social Scientists and Related Workers, All Other",1330.0,1.15,89440.0,South
Georgia,GA,Agricultural Technicians,510.0,1.13,46040.0,South
Georgia,GA,Food Science Technicians,500.0,1.12,41840.0,South
Georgia,GA,Biological Technicians,630.0,0.26,49970.0,South
Georgia,GA,Chemical Technicians,820.0,0.47,51840.0,South
Georgia,GA,"Environmental Science and Protection Technicians, Including Health",620.0,0.5,54180.0,South
Georgia,GA,Hydrologic Technicians,60.0,0.65,63360.0,South
Georgia,GA,Social Science Research Assistants,2040.0,1.96,63790.0,South
Georgia,GA,Forest and Conservation Technicians,270.0,0.28,48880.0,South
Georgia,GA,Forensic Science Technicians,540.0,0.89,58500.0,South
Georgia,GA,"Life, Physical, and Social Science Technicians, All Other",2830.0,1.26,65070.0,South
Georgia,GA,Occupational Health and Safety Specialists,2970.0,0.73,87280.0,South
Georgia,GA,Occupational Health and Safety Technicians,1500.0,1.52,58090.0,South
Georgia,GA,"Educational, Guidance, and Career Counselors and Advisors",10890.0,1.01,63990.0,South
Georgia,GA,Marriage and Family Therapists,,,58830.0,South
Georgia,GA,Rehabilitation Counselors,680.0,0.24,47060.0,South
Georgia,GA,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",8680.0,0.63,55320.0,South
Georgia,GA,"Counselors, All Other",800.0,0.76,63320.0,South
Georgia,GA,"Child, Family, and School Social Workers",5980.0,0.5,47770.0,South
Georgia,GA,Healthcare Social Workers,6780.0,1.16,62090.0,South
Georgia,GA,Mental Health and Substance Abuse Social Workers,1450.0,0.37,50810.0,South
Georgia,GA,"Social Workers, All Other",1180.0,0.58,92750.0,South
Georgia,GA,Health Education Specialists,3260.0,1.59,97010.0,South
Georgia,GA,Probation Officers and Correctional Treatment Specialists,2460.0,0.9,54490.0,South
Georgia,GA,Social and Human Service Assistants,8720.0,0.65,37200.0,South
Georgia,GA,Community Health Workers,560.0,0.29,48650.0,South
Georgia,GA,"Community and Social Service Specialists, All Other",4040.0,1.16,42650.0,South
Georgia,GA,Clergy,1280.0,0.7,65510.0,South
Georgia,GA,"Directors, Religious Activities and Education",240.0,0.35,71900.0,South
